Investors,InvestorLink,Latest,Seed,Growth,Legal,GRC,RiskTech,FinTech,WealthTech,Participation
Green Innovations,https://www.google.com/search?q=Green+Innovations+AND+Crunchbase+OR+LinkedIn,Nov 2020,4,0,4,0,0,0,0,3680000
Will Martin,https://www.google.com/search?q=Will+Martin+AND+Crunchbase+OR+LinkedIn,Nov 2020,29,4,3,0,29,1,0,1466600000
Will Brooks,https://www.google.com/search?q=Will+Brooks+AND+Crunchbase+OR+LinkedIn,Nov 2020,43,4,3,8,29,1,0,2301321288
The FIS FinTech Accelerator in Partnership with The Venture Center,https://www.google.com/search?q=The+FIS+FinTech+Accelerator+in+Partnership+with+The+Venture+Center+AND+Crunchbase+OR+LinkedIn,Nov 2020,7,30,2,35,0,0,0,757266000
Evergrande High-Tech Group,https://www.google.com/search?q=Evergrande+High-Tech+Group+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,1,1,0,0,0,0,150000000
Shenzhen Capital Group,https://www.google.com/search?q=Shenzhen+Capital+Group+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,12,1,0,0,1,0,1534400000
Wavemaker Genesis,https://www.google.com/search?q=Wavemaker+Genesis+AND+Crunchbase+OR+LinkedIn,Nov 2020,5,9,1,0,4,5,4,287000000
Suriyaa Sundararuban,https://www.google.com/search?q=Suriyaa+Sundararuban+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,3,0,0,0,0,3,50938524
DONAN,https://www.google.com/search?q=DONAN+AND+Crunchbase+OR+LinkedIn,Nov 2020,8,4,0,0,12,0,0,216000000
Good Soil VC,https://www.google.com/search?q=Good+Soil+VC+AND+Crunchbase+OR+LinkedIn,Nov 2020,2,0,0,0,0,2,0,2000000
Daesung Private Equity,https://www.google.com/search?q=Daesung+Private+Equity+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,10,0,0,0,10,0,1323700000
Hash Capital,https://www.google.com/search?q=Hash+Capital+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,5,0,5,0,0,0,36000000
Bon Angels Venture Partners,https://www.google.com/search?q=Bon+Angels+Venture+Partners+AND+Crunchbase+OR+LinkedIn,Nov 2020,1,9,0,1,0,9,0,1302208600
Castile Ventures,https://www.google.com/search?q=Castile+Ventures+AND+Crunchbase+OR+LinkedIn,Nov 2020,2,0,0,0,0,2,0,11600000
D3 Jubilee,https://www.google.com/search?q=D3+Jubilee+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,18,0,0,0,14,0,1410218868
Ohad Gliksman,https://www.google.com/search?q=Ohad+Gliksman+AND+Crunchbase+OR+LinkedIn,Nov 2020,4,0,0,0,0,0,0,2000000
Sima Gandhi,https://www.google.com/search?q=Sima+Gandhi+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,4,0,4,0,0,0,346000000
Crescent Ridge Partners Ventures,https://www.google.com/search?q=Crescent+Ridge+Partners+Ventures+AND+Crunchbase+OR+LinkedIn,Nov 2020,2,2,0,0,0,4,0,23200000
Transamerica Ventures,https://www.google.com/search?q=Transamerica+Ventures+AND+Crunchbase+OR+LinkedIn,Nov 2020,14,30,0,4,1,35,4,43873604420
Weatherby Ventures,https://www.google.com/search?q=Weatherby+Ventures+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,4,0,0,0,0,0,550000000
Matthew Le Merle,https://www.google.com/search?q=Matthew+Le+Merle+AND+Crunchbase+OR+LinkedIn,Nov 2020,5,0,0,0,0,5,0,330000000
The Yield Lab,https://www.google.com/search?q=The+Yield+Lab+AND+Crunchbase+OR+LinkedIn,Nov 2020,3,0,0,3,0,0,0,8400000
Comma Capital,https://www.google.com/search?q=Comma+Capital+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,4,0,4,0,0,0,346000000
ORIX Group,https://www.google.com/search?q=ORIX+Group+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,6,0,0,0,0,6,1185000000
Working Capital,https://www.google.com/search?q=Working+Capital+AND+Crunchbase+OR+LinkedIn,Nov 2020,13,6,0,7,0,0,0,3965243902
Bruno Werneck de Almeida,https://www.google.com/search?q=Bruno+Werneck+de+Almeida+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,4,0,4,0,0,0,346000000
Evolution VC Partners,https://www.google.com/search?q=Evolution+VC+Partners+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,19,0,4,9,6,0,2128300000
Finn Capital Partners,https://www.google.com/search?q=Finn+Capital+Partners+AND+Crunchbase+OR+LinkedIn,Nov 2020,8,0,0,0,0,8,0,4168000000
Venkat Raju,https://www.crunchbase.com/person/venkat-raju,Nov 2020,5,0,0,0,0,0,0,112500000
Librae Holdings,https://www.google.com/search?q=Librae+Holdings+AND+Crunchbase+OR+LinkedIn,Nov 2020,5,0,0,0,0,5,0,330000000
Hudson Valley Startup Fund,https://www.google.com/search?q=Hudson+Valley+Startup+Fund+AND+Crunchbase+OR+LinkedIn,Nov 2020,3,0,0,0,0,0,3,15000000
Oliver Bolitho,https://www.google.com/search?q=Oliver+Bolitho+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,3,0,0,0,3,0,69000000
Primary Ventures,https://www.google.com/search?q=Primary+Ventures+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,4,0,4,0,0,0,69600000
Nedbank,https://www.crunchbase.com/organization/nedbank1,Nov 2020,0,2,0,2,0,0,0,84000000
Eyal Gruner,https://www.google.com/search?q=Eyal+Gruner+AND+Crunchbase+OR+LinkedIn,Nov 2020,4,5,0,0,9,0,0,952800000
Paul Cook,https://www.crunchbase.com/person/paul-cook-ed4b,Nov 2020,3,0,0,3,0,0,0,9699291
Travelers Insurance,https://www.google.com/search?q=Travelers+Insurance+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,5,0,1,4,0,0,510200000
Jones Boys Ventures,https://www.crunchbase.com/organization/jones-boys-ventures,Nov 2020,0,7,0,7,0,0,0,140896217
Standard Industries,https://www.google.com/search?q=Standard+Industries+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,8,0,0,8,0,0,1018400000
Tokyo Commodity Exchange,https://www.google.com/search?q=Tokyo+Commodity+Exchange+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,3,0,0,0,3,0,69000000
Nadav Dakner,https://www.google.com/search?q=Nadav+Dakner+AND+Crunchbase+OR+LinkedIn,Nov 2020,2,0,0,0,0,0,0,1000000
Volta Global,https://www.google.com/search?q=Volta+Global+AND+Crunchbase+OR+LinkedIn,Nov 2020,1,3,0,0,1,3,0,160900000
LatAm Startups,https://www.crunchbase.com/organization/latam-startups-conference,Nov 2020,2,0,0,0,0,2,0,0
Quest for Growth,https://www.google.com/search?q=Quest+for+Growth+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,10,0,10,0,0,0,777180900
Eran Barak,https://www.google.com/search?q=Eran+Barak+AND+Crunchbase+OR+LinkedIn,Nov 2020,1,0,0,0,1,0,0,6000000
SchneiderGolling & Cie - Assekuranzmakler AG,https://www.google.com/search?q=SchneiderGolling+&+Cie+-+Assekuranzmakler+AG+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,8,0,0,8,0,0,0
Dan Amiga,https://www.google.com/search?q=Dan+Amiga+AND+Crunchbase+OR+LinkedIn,Nov 2020,1,5,0,0,6,0,0,503500000
Olympus Partners,https://www.google.com/search?q=Olympus+Partners+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,4,0,4,0,0,0,2760400000
Florence Venture Partners,https://www.google.com/search?q=Florence+Venture+Partners+AND+Crunchbase+OR+LinkedIn,Nov 2020,2,2,0,0,0,4,0,23200000
Future Fund,https://www.crunchbase.com/organization/future-fund,Nov 2020,0,10,0,0,0,10,0,457366950
Elad Mor,https://www.google.com/search?q=Elad+Mor+AND+Crunchbase+OR+LinkedIn,Nov 2020,2,0,0,0,0,0,0,1000000
Data Collective DCVC,https://www.google.com/search?q=Data+Collective+DCVC+AND+Crunchbase+OR+LinkedIn,Nov 2020,5,97,0,28,49,5,0,28042400000
The CoWrks Foundry,https://www.google.com/search?q=The+CoWrks+Foundry+AND+Crunchbase+OR+LinkedIn,Nov 2020,6,0,0,0,0,0,0,57000000
Hugh Patrick Sloane,https://www.google.com/search?q=Hugh+Patrick+Sloane+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,3,0,0,0,3,0,69000000
Magna Capital Partners,https://www.google.com/search?q=Magna+Capital+Partners+AND+Crunchbase+OR+LinkedIn,Nov 2020,3,0,0,0,0,0,0,10500000
TPY Capital,https://www.google.com/search?q=TPY+Capital+AND+Crunchbase+OR+LinkedIn,Nov 2020,6,0,0,0,0,0,0,21000000
Bray Capital,https://www.google.com/search?q=Bray+Capital+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,3,0,0,0,3,0,69000000
Ruvento,https://www.google.com/search?q=Ruvento+AND+Crunchbase+OR+LinkedIn,Nov 2020,22,6,0,14,6,0,0,566590000
NEC Capital Solutions,https://www.google.com/search?q=NEC+Capital+Solutions+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,3,0,0,0,3,0,69000000
"Venture Labo Investment Co.,Ltd","https://www.google.com/search?q=Venture+Labo+Investment+Co.,Ltd+AND+Crunchbase+OR+LinkedIn",Nov 2020,0,3,0,0,0,3,0,69000000
Rob Nathan,https://www.crunchbase.com/person/rob-nathan-255d,Nov 2020,5,0,0,5,0,0,0,21500000
Josh Elman,https://www.google.com/search?q=Josh+Elman+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,4,0,0,0,4,0,140480000
HealthTech Capital,https://www.crunchbase.com/organization/healthtech-capital,Nov 2020,0,14,0,0,0,0,0,807800000
Howard Roberts,https://www.google.com/search?q=Howard+Roberts+AND+Crunchbase+OR+LinkedIn,Nov 2020,1,0,0,0,0,0,1,1014072
IHS Markit,https://www.google.com/search?q=IHS+Markit+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,4,0,3,0,1,0,75000000
S2G Ventures,https://www.google.com/search?q=S2G+Ventures+AND+Crunchbase+OR+LinkedIn,Nov 2020,8,5,0,12,0,1,0,2889140000
Banca Agricola Popolare Di Rgusa,https://www.crunchbase.com/organization/banca-agricola-popolare-di-rgusa,Nov 2020,1,0,0,0,0,1,0,48494250
Wells Fargo Startup Accelerator,https://www.google.com/search?q=Wells+Fargo+Startup+Accelerator+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,1,0,0,0,1,0,8700000
FB5 Investment Srl,https://www.crunchbase.com/organization/fb5-investment-srl,Nov 2020,1,0,0,0,0,1,0,48494250
Solactive,https://www.google.com/search?q=Solactive+AND+Crunchbase+OR+LinkedIn,Nov 2020,5,0,0,0,0,5,0,330000000
Banca Ifis,https://www.google.com/search?q=Banca+Ifis+AND+Crunchbase+OR+LinkedIn,Nov 2020,1,0,0,0,0,1,0,48494250
KT Squared,https://www.google.com/search?q=KT+Squared+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,4,0,0,4,0,0,320000000
Prologis,https://www.google.com/search?q=Prologis+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,11,0,4,0,0,0,995700000
Bramalea Partners,https://www.google.com/search?q=Bramalea+Partners+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,7,0,7,0,0,0,2424800000
TRG Capital,https://www.google.com/search?q=TRG+Capital+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,3,0,0,0,3,0,3000000
Michael Thiel,https://www.crunchbase.com/person/michael-thiel,Nov 2020,11,0,0,11,0,0,0,270600000
TFI International,https://www.google.com/search?q=TFI+International+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,7,0,7,0,0,0,2424800000
Meyer Global Management,https://www.crunchbase.com/organization/meyer-global,Nov 2020,0,23,0,15,0,0,8,1078800000
Essence VC,https://www.google.com/search?q=Essence+VC+AND+Crunchbase+OR+LinkedIn,Nov 2020,4,0,0,0,0,0,0,8800000
Angel,https://www.google.com/search?q=Angel+AND+Crunchbase+OR+LinkedIn,Nov 2020,12,0,0,9,0,0,0,117235029
UNSW Business School,https://www.google.com/search?q=UNSW+Business+School+AND+Crunchbase+OR+LinkedIn,Nov 2020,3,0,0,0,0,0,0,11846775
David Fite,https://www.google.com/search?q=David+Fite+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,3,0,3,0,0,0,111073500
Montreux Equity Partners,https://www.google.com/search?q=Montreux+Equity+Partners+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,18,0,16,0,2,0,6420200000
Navigate Accelerator,https://www.crunchbase.com/organization/navigate-571b,Nov 2020,0,3,0,0,3,0,0,360000
Nate Matherson,https://www.crunchbase.com/person/nate-matherson,Nov 2020,3,0,0,0,0,0,0,7800000
Splunk,https://www.crunchbase.com/organization/splunk,Nov 2020,0,4,0,4,0,0,0,308000000
ETF@JFFLabs,https://www.google.com/search?q=ETF@JFFLabs+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,3,0,0,0,3,0,4500000
VitalizeVC,https://www.google.com/search?q=VitalizeVC+AND+Crunchbase+OR+LinkedIn,Nov 2020,8,0,0,5,0,0,0,124000000
Sandy Cass,https://www.google.com/search?q=Sandy+Cass+AND+Crunchbase+OR+LinkedIn,Nov 2020,9,0,0,0,0,9,0,4215000000
Intrinsic Capital Partners,https://www.crunchbase.com/organization/intrinsic-capital-partners,Nov 2020,0,5,0,5,0,0,0,395000000
BlackRock Innovation Capital,https://www.google.com/search?q=BlackRock+Innovation+Capital+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,22,0,19,0,0,0,9024500000
CDP Venture Capital,https://www.google.com/search?q=CDP+Venture+Capital+AND+Crunchbase+OR+LinkedIn,Nov 2020,7,0,0,0,3,4,0,7853869
Celeres Investments,https://www.crunchbase.com/organization/celeres-investment,Nov 2020,0,21,0,0,0,21,0,1245300000
Avishai Sam Bitton,https://www.google.com/search?q=Avishai+Sam+Bitton+AND+Crunchbase+OR+LinkedIn,Nov 2020,2,0,0,0,0,0,0,1000000
Orix Capital Corporation,https://www.google.com/search?q=Orix+Capital+Corporation+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,6,0,0,0,0,6,1185000000
Jenny Lefcourt,https://www.crunchbase.com/person/jenny-lefcourt,Nov 2020,3,0,0,0,3,0,0,49800000
Cedar Hill Holdings,https://www.google.com/search?q=Cedar+Hill+Holdings+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,6,0,0,6,0,0,6234000000
Swisscom,https://www.google.com/search?q=Swisscom+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,12,0,0,6,2,4,6382240000
WGD Capital,https://www.crunchbase.com/organization/wgd-capital,Nov 2020,0,5,0,5,0,0,0,395000000
Max Kronberg,https://www.google.com/search?q=Max+Kronberg+AND+Crunchbase+OR+LinkedIn,Nov 2020,3,0,0,0,0,3,0,797700000
Gruppo Bertoldi,https://www.crunchbase.com/organization/bertoldi-holding,Nov 2020,1,0,0,0,0,1,0,48494250
Banca Sella Group,https://www.google.com/search?q=Banca+Sella+Group+AND+Crunchbase+OR+LinkedIn,Nov 2020,1,0,0,0,0,1,0,48494250
i3 equity Partners,https://www.google.com/search?q=i3+equity+Partners+AND+Crunchbase+OR+LinkedIn,Nov 2020,9,7,0,7,0,0,0,980400000
Mark Lavelle,https://www.google.com/search?q=Mark+Lavelle+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,2,0,0,0,2,0,490000000
Innovation Fund Denmark,https://www.crunchbase.com/organization/innovation-fund-denmark,Nov 2020,0,11,0,11,0,0,0,35641177
James Hind,https://www.google.com/search?q=James+Hind+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,14,0,0,0,14,0,636352668
Founders Group,https://www.google.com/search?q=Founders+Group+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,6,0,0,6,0,0,70800000
Baldwin Risk Partners,https://www.google.com/search?q=Baldwin+Risk+Partners+AND+Crunchbase+OR+LinkedIn,Nov 2020,1,0,0,0,1,0,0,4000000
NET1 UEPS Technologies Inc.,https://www.google.com/search?q=NET1+UEPS+Technologies+Inc.+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,16,0,0,0,16,0,2049200000
TechFarms Capital,https://www.crunchbase.com/organization/techfarms,Nov 2020,4,0,0,0,0,4,0,37400000
Bridge Bank,https://www.google.com/search?q=Bridge+Bank+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,33,0,0,0,30,0,17725800000
Eisai,https://www.google.com/search?q=Eisai+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,6,0,0,0,0,0,509100000
Adam Miller,https://www.google.com/search?q=Adam+Miller+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,5,0,0,0,0,0,200000000
Johan Lorenzen,https://www.google.com/search?q=Johan+Lorenzen+AND+Crunchbase+OR+LinkedIn,Nov 2020,16,0,0,0,2,14,0,1147785244
Haruko Fukuda,https://www.google.com/search?q=Haruko+Fukuda+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,3,0,0,0,3,0,69000000
das-Nano,https://www.crunchbase.com/organization/das-nano,Nov 2020,2,0,0,2,0,0,0,41501700
BBVA,https://www.crunchbase.com/organization/bbva-c51c,Nov 2020,2,0,0,2,0,0,0,41501700
WomensVCFund,https://www.crunchbase.com/organization/womens-venture-capital-fund,Nov 2020,0,4,0,4,0,0,0,308000000
AdFirst.vc,https://www.google.com/search?q=AdFirst.vc+AND+Crunchbase+OR+LinkedIn,Nov 2020,18,4,0,0,0,4,18,1484940064
Schmidt Family Foundation,https://www.crunchbase.com/organization/schmidt-family-foundation,Nov 2020,0,4,0,4,0,0,0,308000000
Berlin Technologie Holding,https://www.crunchbase.com/organization/berlin-technologie-holding,Nov 2020,12,0,0,12,0,0,0,0
ITOCHU Corporation,https://www.google.com/search?q=ITOCHU+Corporation+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,21,0,0,0,13,0,2976500000
BASF Venture Capital,https://www.google.com/search?q=BASF+Venture+Capital+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,12,0,0,0,0,0,808800000
ACVC Partners,https://www.crunchbase.com/organization/acvc-partners,Nov 2020,0,4,0,4,0,0,0,308000000
Naver Corporation,https://www.google.com/search?q=Naver+Corporation+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,18,0,0,0,18,0,2602800000
Sprott Asset Management,https://www.google.com/search?q=Sprott+Asset+Management+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,3,0,0,0,3,0,69000000
Paipal Ventures,https://www.google.com/search?q=Paipal+Ventures+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,2,0,0,2,0,0,4000000
Grab,https://www.google.com/search?q=Grab+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,2,0,0,0,2,0,200000000
Lord Flight,https://www.google.com/search?q=Lord+Flight+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,3,0,0,0,3,0,69000000
Jens Wasel,https://www.google.com/search?q=Jens+Wasel+AND+Crunchbase+OR+LinkedIn,Nov 2020,3,0,0,0,0,3,0,797700000
Cambridge Innovation Capital,https://www.google.com/search?q=Cambridge+Innovation+Capital+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,41,0,24,12,4,0,1806177940
XA Network,https://www.google.com/search?q=XA+Network+AND+Crunchbase+OR+LinkedIn,Nov 2020,13,9,0,0,0,13,9,935620000
Bodley Group,https://www.google.com/search?q=Bodley+Group+AND+Crunchbase+OR+LinkedIn,Nov 2020,18,0,0,14,0,4,0,293990000
3Lines,https://www.google.com/search?q=3Lines+AND+Crunchbase+OR+LinkedIn,Nov 2020,10,24,0,11,23,0,0,2581200000
Nnamdi Okike,https://www.google.com/search?q=Nnamdi+Okike+AND+Crunchbase+OR+LinkedIn,Nov 2020,12,0,0,12,0,0,0,315600000
Brandon Krieg,https://www.google.com/search?q=Brandon+Krieg+AND+Crunchbase+OR+LinkedIn,Nov 2020,12,0,0,0,0,12,0,1099385244
GB & Partners,https://www.google.com/search?q=GB+&+Partners+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,1,0,0,0,1,0,7131360
Recursive Ventures,https://www.google.com/search?q=Recursive+Ventures+AND+Crunchbase+OR+LinkedIn,Nov 2020,12,0,0,12,0,0,0,315600000
Lisa Hook,https://www.google.com/search?q=Lisa+Hook+AND+Crunchbase+OR+LinkedIn,Nov 2020,6,0,0,6,0,0,0,157800000
Move Ventures,https://www.google.com/search?q=Move+Ventures+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,2,0,0,2,0,0,3800000
Ed Robison,https://www.google.com/search?q=Ed+Robison+AND+Crunchbase+OR+LinkedIn,Nov 2020,6,0,0,0,0,6,0,549692622
Lish Lee Jung,https://www.google.com/search?q=Lish+Lee+Jung+AND+Crunchbase+OR+LinkedIn,Nov 2020,6,0,0,0,0,6,0,549692622
Blackstone Tactical Opportunities,https://www.google.com/search?q=Blackstone+Tactical+Opportunities+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,11,0,2,9,0,0,6548000000
Jarno Vanhatapio,https://www.google.com/search?q=Jarno+Vanhatapio+AND+Crunchbase+OR+LinkedIn,Nov 2020,4,0,0,0,0,4,0,1127600000
Pierre Lorinet,https://www.google.com/search?q=Pierre+Lorinet+AND+Crunchbase+OR+LinkedIn,Nov 2020,5,5,0,0,0,0,10,390000000
New Media Ventures,https://www.crunchbase.com/organization/new-media-ventures,Nov 2020,9,3,0,12,0,0,0,37925000
App n roll,https://www.crunchbase.com/organization/app-n-roll,Nov 2020,3,0,0,3,0,0,0,1500000
Wouter Riedijk,https://www.crunchbase.com/person/wouter-riedijk-be57,Nov 2020,2,0,0,0,0,0,0,14806390
Summation Health Ventures,https://www.crunchbase.com/organization/summation-health-ventures,Nov 2020,0,6,0,0,0,0,0,270600000
Peter Madlener,https://www.crunchbase.com/person/peter-madlener-88d5,Nov 2020,2,0,0,0,0,0,0,14806390
Cradle Fund,https://www.crunchbase.com/organization/cradle-fund,Nov 2020,0,3,0,0,0,0,0,2925000
TIM Ventures,https://www.google.com/search?q=TIM+Ventures+AND+Crunchbase+OR+LinkedIn,Nov 2020,6,9,0,1,0,9,0,4053307555
Upswell Ventures,https://www.google.com/search?q=Upswell+Ventures+AND+Crunchbase+OR+LinkedIn,Nov 2020,3,0,0,0,3,0,0,3545016
Andy Deller,https://www.google.com/search?q=Andy+Deller+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,2,0,0,2,0,0,3800000
Fabio Blom,https://www.crunchbase.com/person/fabio-blom,Nov 2020,5,0,0,0,0,0,5,195000000
MI8,https://www.google.com/search?q=MI8+AND+Crunchbase+OR+LinkedIn,Nov 2020,5,5,0,0,0,0,10,390000000
Conner Strong & Buckelew,https://www.google.com/search?q=Conner+Strong+&+Buckelew+AND+Crunchbase+OR+LinkedIn,Nov 2020,1,0,0,0,1,0,0,4000000
LGT Lightstone,https://www.google.com/search?q=LGT+Lightstone+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,9,0,0,0,9,0,4050474300
Prelude Ventures,https://www.google.com/search?q=Prelude+Ventures+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,12,0,0,0,0,0,859200000
Jinghe Touzi,https://www.google.com/search?q=Jinghe+Touzi+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,1,0,0,0,1,0,1500000
Johan Bendz,https://www.google.com/search?q=Johan+Bendz+AND+Crunchbase+OR+LinkedIn,Nov 2020,4,0,0,0,0,4,0,1127600000
Angel Investor,https://www.google.com/search?q=Angel+Investor+AND+Crunchbase+OR+LinkedIn,Nov 2020,7,0,0,5,0,0,0,53144414
Valor Siren Ventures,https://www.google.com/search?q=Valor+Siren+Ventures+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,3,0,0,0,0,3,105000000
The Engine,https://www.google.com/search?q=The+Engine+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,6,0,0,0,0,0,404400000
Mark S. McCombe,https://www.google.com/search?q=Mark+S.+McCombe+AND+Crunchbase+OR+LinkedIn,Nov 2020,1,0,0,0,0,1,0,5000000
BT Growth Capital,https://www.google.com/search?q=BT+Growth+Capital+AND+Crunchbase+OR+LinkedIn,Nov 2020,16,0,0,4,0,4,0,301000000
Ataria,https://www.crunchbase.com/organization/01ventures,Nov 2020,3,0,0,0,0,3,0,40200000
Jim Moffatt,https://www.google.com/search?q=Jim+Moffatt+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,11,0,6,0,0,0,452000000
Ralph Gootee,https://www.google.com/search?q=Ralph+Gootee+AND+Crunchbase+OR+LinkedIn,Nov 2020,7,0,0,7,0,0,0,53795000
Nucleus Capital,https://www.google.com/search?q=Nucleus+Capital+AND+Crunchbase+OR+LinkedIn,Nov 2020,1,0,0,1,0,0,0,0
Ofer Zinger,https://www.google.com/search?q=Ofer+Zinger+AND+Crunchbase+OR+LinkedIn,Nov 2020,4,0,0,0,0,0,0,2000000
Kevin Moore,https://www.google.com/search?q=Kevin+Moore+AND+Crunchbase+OR+LinkedIn,Nov 2020,25,0,0,20,0,5,0,302090000
Loeb.nyc,https://www.google.com/search?q=Loeb.nyc+AND+Crunchbase+OR+LinkedIn,Nov 2020,5,16,0,0,0,21,0,7630000000
Ally Financial,https://www.google.com/search?q=Ally+Financial+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,37,0,0,0,37,0,23460000000
ABD Insurance and Financial Services,https://www.google.com/search?q=ABD+Insurance+and+Financial+Services+AND+Crunchbase+OR+LinkedIn,Nov 2020,1,0,0,0,1,0,0,4000000
ASTERYOS,https://www.google.com/search?q=ASTERYOS+AND+Crunchbase+OR+LinkedIn,Nov 2020,0,3,0,3,0,0,0,28713000
Itai Elizur,https://www.google.com/search?q=Itai+Elizur+AND+Crunchbase+OR+LinkedIn,Nov 2020,2,0,0,0,0,0,0,1000000
Capital X Fund,https://www.google.com/search?q=Capital+X+Fund+AND+Crunchbase+OR+LinkedIn,Nov 2020,7,0,0,7,0,0,0,53795000
Facebook Accelerator: Commerce,https://www.crunchbase.com/organization/facebook-accelerator-commerce,Nov 2020,0,6,0,6,0,0,0,24000000
Center for Innovative Technology,https://www.google.com/search?q=Center+for+Innovative+Technology+AND+Crunchbase+OR+LinkedIn,Nov 2020,24,3,0,0,24,3,0,500070000
